id,name,Pb_max_c,hmax_c,bmin_c,bmax_c,nc_c,nd_c,Pb_max_a,hmax_a,bmin_a,bmax_a,nc_a,nd_a,Pb_max_b,hmax_b,bmin_b,bmax_b,nc_b,nd_b,phases
764,l2991902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
766,l2673300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
768,l3141390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
771,l2822859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
772,l2710537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
774,l3085389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
776,l2954339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
779,l3225319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0065655,0.0039393,0.01247445,0.95,0.95,b
780,l3048201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
781,l3216339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
784,l2804247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
788,l2801895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
790,l2897764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
791,l2804260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
792,l3197643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
794,l3029507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
796,l3122823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
808,m2000402,0.0,0.0,0.0,0.0,0.0,0.0,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
809,m2000403,0.0,0.0,0.0,0.0,0.0,0.0,0.0056532,0.0056532,0.0033918900000000003,0.010740985,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
810,m2000404,0.0,0.0,0.0,0.0,0.0,0.0,0.0043693,0.0043693,0.0026215799999999997,0.008301669999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
811,m2000405,0.0,0.0,0.0,0.0,0.0,0.0,0.0067171,0.0067171,0.00403023,0.012762395,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
812,m2000406,0.0,0.0,0.0,0.0,0.0,0.0,0.0056689999999999996,0.0056689999999999996,0.0034013699999999995,0.010771004999999998,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
813,m2000407,0.0,0.0,0.0,0.0,0.0,0.0,0.005363000000000001,0.005363000000000001,0.0032178,0.0101897,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
814,m2000408,0.0,0.0,0.0,0.0,0.0,0.0,0.0055982,0.0055982,0.0033589500000000003,0.010636675,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
815,m2000409,0.0,0.0,0.0,0.0,0.0,0.0,0.0058415,0.0058415,0.00350493,0.011098944999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
816,m2000410,0.0,0.0,0.0,0.0,0.0,0.0,0.0065213,0.0065213,0.003912779999999999,0.012390469999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
817,m2000411,0.0,0.0,0.0,0.0,0.0,0.0,0.0044916999999999995,0.0044916999999999995,0.00269502,0.008534229999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
818,m2000412,0.0,0.0,0.0,0.0,0.0,0.0,0.0088277,0.0088277,0.00529665,0.016772725,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
819,m2000413,0.0,0.0,0.0,0.0,0.0,0.0,0.0047846,0.0047846,0.00287079,0.009090835,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
820,m2000414,0.0,0.0,0.0,0.0,0.0,0.0,0.0047646,0.0047646,0.00285873,0.009052645,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
821,m2000415,0.0,0.0,0.0,0.0,0.0,0.0,0.004848099999999999,0.004848099999999999,0.0029088599999999997,0.00921139,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
827,m2000702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047357,0.0047357,0.00284142,0.008997829999999998,0.95,0.95,b
829,m2000704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046009,0.0046009,0.00276057,0.008741805,0.95,0.95,b
830,m2000705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043526,0.0043526,0.0026115599999999997,0.00826994,0.95,0.95,b
831,m2000706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053038,0.0053038,0.00318228,0.01007722,0.95,0.95,b
832,m2000707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044528,0.0044528,0.0026716799999999996,0.008460319999999999,0.95,0.95,b
833,m2000708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054992999999999995,0.0054992999999999995,0.00329958,0.01044867,0.95,0.95,b
835,m2000710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047034,0.0047034,0.00282204,0.00893646,0.95,0.95,b
837,m2000712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050397,0.0050397,0.00302379,0.009575334999999999,0.95,0.95,b
838,m2000713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005750600000000001,0.005750600000000001,0.0034503600000000004,0.01092614,0.95,0.95,b
840,m2000715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,b
846,m2001002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,b
847,m2001003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056532,0.0056532,0.0033918900000000003,0.010740985,0.95,0.95,b
848,m2001004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043693,0.0043693,0.0026215799999999997,0.008301669999999999,0.95,0.95,b
849,m2001005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049861,0.0049861,0.00299169,0.009473684999999999,0.95,0.95,b
850,m2001006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043911,0.0043911,0.0026346599999999996,0.00834309,0.95,0.95,b
852,m2001008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057233,0.0057233,0.00343395,0.010874175,0.95,0.95,b
853,m2001009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062868,0.0062868,0.0037720799999999997,0.01194492,0.95,0.95,b
854,m2001010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076045999999999996,0.0076045999999999996,0.00456279,0.014448835,0.95,0.95,b
856,m2001012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061917,0.0061917,0.0037150499999999997,0.011764324999999999,0.95,0.95,b
857,m2001013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079043,0.0079043,0.00474261,0.015018265000000001,0.95,0.95,b
858,m2001014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012747099999999999,0.012747099999999999,0.007648230000000001,0.024219394999999998,0.95,0.95,b
859,m2001015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010896900000000001,0.010896900000000001,0.0065381400000000004,0.02070411,0.95,0.95,b
864,m2001202,0.0055909,0.0055909,0.00335454,0.01062271,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
865,m2001203,0.007210899999999999,0.007210899999999999,0.004326539999999999,0.01370071,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
866,m2001204,0.0058255,0.0058255,0.00349527,0.011068355,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
868,m2001206,0.0047390999999999996,0.0047390999999999996,0.00284346,0.00900429,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
870,m2001208,0.0053475,0.0053475,0.0032085300000000002,0.010160345,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
871,m2001209,0.0062687,0.0062687,0.0037611899999999998,0.011910435,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
872,m2001210,0.0060472,0.0060472,0.0036282899999999997,0.011489585,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
873,m2001211,0.0105373,0.0105373,0.00632241,0.020020965,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
874,m2001212,0.008046099999999999,0.008046099999999999,0.004827629999999999,0.015287494999999998,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
875,m2001213,0.0081357,0.0081357,0.00488145,0.015457924999999997,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
876,m2001214,0.0075958,0.0075958,0.00455751,0.014432114999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
877,m2001215,0.0096232,0.0096232,0.00577389,0.018283985000000003,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
882,m2001303,0.0,0.0,0.0,0.0,0.0,0.0,0.005813,0.005813,0.0034877999999999997,0.0110447,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
883,m2001304,0.0,0.0,0.0,0.0,0.0,0.0,0.0043315,0.0043315,0.0025989,0.008229849999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
884,m2001305,0.0,0.0,0.0,0.0,0.0,0.0,0.004885100000000001,0.004885100000000001,0.00293106,0.00928169,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
886,m2001307,0.0,0.0,0.0,0.0,0.0,0.0,0.0062916,0.0062916,0.0037749299999999997,0.011953944999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
887,m2001308,0.0,0.0,0.0,0.0,0.0,0.0,0.006588599999999999,0.006588599999999999,0.00395316,0.01251834,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
889,m2001310,0.0,0.0,0.0,0.0,0.0,0.0,0.0081667,0.0081667,0.004900020000000001,0.015516730000000003,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
890,m2001311,0.0,0.0,0.0,0.0,0.0,0.0,0.0072195,0.0072195,0.0043317,0.013717049999999998,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
891,m2001312,0.0,0.0,0.0,0.0,0.0,0.0,0.006542,0.006542,0.0039251699999999995,0.012429705,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
892,m2001313,0.0,0.0,0.0,0.0,0.0,0.0,0.0100673,0.0100673,0.00604038,0.019127869999999998,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
893,m2001314,0.0,0.0,0.0,0.0,0.0,0.0,0.009649699999999999,0.009649699999999999,0.0057897899999999995,0.018334335,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
894,m2001315,0.0,0.0,0.0,0.0,0.0,0.0,0.0089687,0.0089687,0.00538122,0.01704053,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
895,m2001400,0.018234,0.018234,0.010940400000000001,0.034644600000000005,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
899,m2000902,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
900,m2000903,0.0056532,0.0056532,0.0033918900000000003,0.010740985,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
901,m2000904,0.0043693,0.0043693,0.0026215799999999997,0.008301669999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
902,m2000905,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
903,m2000906,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
904,m2000907,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
905,m2000908,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
906,m2000909,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
907,m2000910,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
908,m2000911,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
909,m2000912,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
910,m2000913,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
911,m2000914,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
912,m2000915,0.0050609999999999995,0.0050609999999999995,0.0030366,0.0096159,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
913,l3104157,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
922,l2879092,0.0270765,0.0270765,0.0162459,0.05144535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
928,l3141411,0.013734,0.013734,0.008240399999999998,0.0260946,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
930,l3172805,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
938,l3048221,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
952,l3066817,0.0,0.0,0.0,0.0,0.0,0.0,0.007983,0.007983,0.0047897999999999994,0.015167699999999998,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
963,l2814529,0.0086295,0.0086295,0.0051776999999999995,0.01639605,0.95,0.95,0.0086295,0.0086295,0.0051776999999999995,0.01639605,0.95,0.95,0.0086295,0.0086295,0.0051776999999999995,0.01639605,0.95,0.95,abc
965,l2916610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
970,l3189188,0.009153,0.009153,0.005491800000000001,0.0173907,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
992,l3197639,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
998,l3122820,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
1008,l2973157,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
1016,l3254216,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
1020,l3091052,0.0,0.0,0.0,0.0,0.0,0.0,0.005985000000000001,0.005985000000000001,0.003591,0.0113715,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
1037,l2729414,0.0043155,0.0043155,0.0025893,0.00819945,0.95,0.95,0.0043155,0.0043155,0.0025893,0.00819945,0.95,0.95,0.0043155,0.0043155,0.0025893,0.00819945,0.95,0.95,abc
1043,l3235258,0.0048015,0.0048015,0.0028809,0.00912285,0.95,0.95,0.0048015,0.0048015,0.0028809,0.00912285,0.95,0.95,0.0048015,0.0048015,0.0028809,0.00912285,0.95,0.95,abc
1060,l2973161,0.0,0.0,0.0,0.0,0.0,0.0,0.005985000000000001,0.005985000000000001,0.003591,0.0113715,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
1073,l3254217,0.0059264999999999995,0.0059264999999999995,0.0035559,0.011260349999999999,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
1077,l2822869,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
1088,l2897777,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
1092,l2954353,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
1100,l3066815,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
1114,l2729206,0.006867,0.006867,0.004120199999999999,0.0130473,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
1115,l2729207,0.009153,0.009153,0.005491800000000001,0.0173907,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
1118,l2878848,0.006867,0.006867,0.004120199999999999,0.0130473,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
1119,l2766499,0.009153,0.009153,0.005491800000000001,0.0173907,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
1121,l2897554,0.009153,0.009153,0.005491800000000001,0.0173907,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
1130,l2822866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1133,l3178972,0.009153,0.009153,0.005491800000000001,0.0173907,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
1138,l2954345,0.020745,0.020745,0.012447000000000001,0.0394155,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
1139,l2895449,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
1144,l3176656,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
1145,l2841621,0.0045765,0.0045765,0.0027459000000000003,0.00869535,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c
1161,l3066812,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
1168,l2879067,0.0,0.0,0.0,0.0,0.0,0.0,0.0053415,0.0053415,0.0032048999999999997,0.01014885,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,a
1179,l2879068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1181,l2973152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1183,l3178975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
1185,l3066811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1191,l3085397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
1192,l2935553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1205,l2785512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1210,l3122810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
1220,l2822860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
1221,l2860480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1227,l2860483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1228,l3141397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1237,l2710514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1242,l3160117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1243,l3215549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1250,l2710512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
1252,l2954346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053490000000000005,0.0053490000000000005,0.0032094,0.0101631,0.95,0.95,b
1266,l2710504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007915499999999999,0.007915499999999999,0.0047493,0.015039449999999998,0.95,0.95,b
1268,l3159037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065655,0.0065655,0.0039393,0.01247445,0.95,0.95,b
1270,l3234185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057285,0.0057285,0.0034371000000000002,0.01088415,0.95,0.95,b
1271,l3065750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043785,0.0043785,0.0026271,0.008319149999999999,0.95,0.95,b
