id,name,bus,pa,pb,pc,qa,qb,qc,sa_max,sb_max,sc_max,phases,qa_max,qb_max,qc_max,qa_min,qb_min,qc_min
442,l2785537,l2785537,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
443,l2748157,l2748157,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
445,l2841632,l2841632,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
453,l3104129,l3104129,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
455,l3178979,l3178979,0.0,0.0,0.006104,0.0,0.0,0.0,0.0,0.0,0.006104,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
459,l3029505,l3029505,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
460,l2673318,l2673318,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
464,l3085401,l3085401,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
469,l2858166,l2858166,0.00142,0.0,0.0,0.0,0.0,0.0,0.00142,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
472,l3066815,l3066815,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
476,l3103822,l3103822,0.0,0.0,0.006104,0.0,0.0,0.0,0.0,0.0,0.006104,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
481,l2785521,l2785521,0.0,0.0,0.006104,0.0,0.0,0.0,0.0,0.0,0.006104,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
484,l2879070,l2879070,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
485,l3216345,l3216345,0.0,0.005836,0.0,0.0,0.0,0.0,0.0,0.005836,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
489,l3649297,l3649297,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
490,l3649298,l3649298,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
491,l3649299,l3649299,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
493,l3649306,l3649306,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
494,l3649300,l3649300,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
495,l3649301,l3649301,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
496,l3649302,l3649302,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
497,l3649304,l3649304,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
498,l3649305,l3649305,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
499,l3235254,l3235254,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
508,l2804262,l2804262,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
509,l2841639,l2841639,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
511,l2729413,l2729413,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
513,l2916598,l2916598,0.00142,0.0,0.0,0.0,0.0,0.0,0.00142,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
514,l3048212,l3048212,0.00142,0.0,0.0,0.0,0.0,0.0,0.00142,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
515,l3120376,l3120376,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
517,l2916599,l2916599,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
518,l3235249,l3235249,0.00142,0.0,0.0,0.0,0.0,0.0,0.00142,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
519,l2954348,l2954348,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
520,l2841615,l2841615,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
522,l3216336,l3216336,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
523,l2691936,l2691936,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
525,l3197618,l3197618,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
527,l3270814,l3270814,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
528,l3141389,l3141389,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
529,l2860477,l2860477,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
530,l3216337,l3216337,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
531,l2691973,l2691973,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
533,l2954357,l2954357,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
534,l2973165,l2973165,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
536,l3197646,l3197646,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
539,l2822871,l2822871,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
547,l2820528,l2820528,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
548,l2745799,l2745799,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
549,l3120484,l3120484,0.0,0.0,0.00244,0.0,0.0,0.0,0.0,0.0,0.00244,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
556,l3085398,l3085398,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
558,l3160102,l3160102,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
564,l3122818,l3122818,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
565,l2876814,l2876814,0.00142,0.0,0.0,0.0,0.0,0.0,0.00142,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
570,l2746587,l2746587,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
572,l2991933,l2991933,0.0,0.0,0.008136,0.0,0.0,0.0,0.0,0.0,0.008136,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
573,l3122837,l3122837,0.0,0.0,0.006104,0.0,0.0,0.0,0.0,0.0,0.006104,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
574,l3048222,l3048222,0.0,0.0,0.006104,0.0,0.0,0.0,0.0,0.0,0.006104,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
576,l2673323,l2673323,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
578,l2710525,l2710525,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
582,l2689691,l2689691,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
585,l2766730,l2766730,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
586,l2673322,l2673322,0.0,0.001556,0.0,0.0,0.0,0.0,0.0,0.001556,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
587,l2859391,l2859391,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
592,l3101789,l3101789,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
596,l3010563,l3010563,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
597,l2841623,l2841623,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
600,l3156034,l3156034,0.00142,0.0,0.0,0.0,0.0,0.0,0.00142,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
601,l3066821,l3066821,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
603,l2748140,l2748140,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
604,l3141412,l3141412,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
606,l3029500,l3029500,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
608,l3178976,l3178976,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
610,l2973169,l2973169,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
611,l3216346,l3216346,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
612,l2858163,l2858163,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
613,l2766747,l2766747,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
616,l3065696,l3065696,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
617,l3047058,l3047058,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
618,l3178982,l3178982,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
620,l2914323,l2914323,0.0,0.001556,0.0,0.0,0.0,0.0,0.0,0.001556,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
623,l2710542,l2710542,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
624,l2729430,l2729430,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
625,l2766742,l2766742,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
627,l3254234,l3254234,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
628,l3104114,l3104114,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
630,l2691939,l2691939,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
631,l2860478,l2860478,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
632,l2822858,l2822858,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
633,l2822857,l2822857,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
634,l2954338,l2954338,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
636,l2766715,l2766715,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
637,l3254206,l3254206,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
641,l2801896,l2801896,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
643,l2673326,l2673326,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
644,l2691938,l2691938,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
646,l2991901,l2991901,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
648,l3231269,l3231269,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
649,l2911069,l2911069,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
650,l2948732,l2948732,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
651,l3216338,l3216338,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
652,l2973146,l2973146,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
653,l2804245,l2804245,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
655,l3251806,l3251806,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
656,l3160108,l3160108,0.0,0.005836,0.0,0.0,0.0,0.0,0.0,0.005836,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
657,l3029510,l3029510,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
658,l2729409,l2729409,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
659,l2841624,l2841624,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
661,l2748139,l2748139,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
662,l2991927,l2991927,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
663,l2860479,l2860479,0.0,0.001556,0.0,0.0,0.0,0.0,0.0,0.001556,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
665,l3178969,l3178969,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
666,l2729401,l2729401,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
669,l3315860,l3315860,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
671,l3177881,l3177881,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
673,l2685805,l2685805,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
675,l3122817,l3122817,0.0,0.0,0.00244,0.0,0.0,0.0,0.0,0.0,0.00244,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
676,l2673314,l2673314,0.0,0.0,0.001628,0.0,0.0,0.0,0.0,0.0,0.001628,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
679,l3197634,l3197634,0.0,0.005836,0.0,0.0,0.0,0.0,0.0,0.005836,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
684,l3122816,l3122816,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
685,l3160103,l3160103,0.0,0.0,0.00244,0.0,0.0,0.0,0.0,0.0,0.00244,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
688,l2804256,l2804256,0.0,0.001556,0.0,0.0,0.0,0.0,0.0,0.001556,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
691,l3632979,l3632979,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
700,l2916608,l2916608,0.0,0.0,0.001628,0.0,0.0,0.0,0.0,0.0,0.001628,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
702,l2673313,l2673313,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
706,l2804257,l2804257,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
707,l2860485,l2860485,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
708,l2860506,l2860506,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
710,l2785522,l2785522,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
713,l3122815,l3122815,0.0,0.002336,0.0,0.0,0.0,0.0,0.0,0.002336,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
714,l3254213,l3254213,0.0,0.003892,0.0,0.0,0.0,0.0,0.0,0.003892,0.0,b,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
722,l3215340,l3215340,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
724,l2726983,l2726983,0.00532,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
726,l2764412,l2764412,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
728,l3251808,l3251808,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
731,l3101788,l3101788,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
732,l3101787,l3101787,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
733,l3027132,l3027132,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
735,l3195327,l3195327,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
736,l3139103,l3139103,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
737,l2876812,l2876812,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
738,l2970811,l2970811,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
746,l3120504,l3120504,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
751,l2989571,l2989571,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
752,l3177894,l3177894,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
753,l3082993,l3082993,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
755,l3312692,l3312692,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
757,l3120503,l3120503,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
758,l3251807,l3251807,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
759,l2858175,l2858175,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
762,l3008248,l3008248,0.002128,0.0,0.0,0.0,0.0,0.0,0.002128,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
763,l3140238,l3140238,0.003548,0.0,0.0,0.0,0.0,0.0,0.003548,0.0,0.0,a,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
775,l3010564,l3010564,0.0,0.0,0.00244,0.0,0.0,0.0,0.0,0.0,0.00244,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
776,l2710515,l2710515,0.0,0.0,0.006104,0.0,0.0,0.0,0.0,0.0,0.006104,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
779,l2766746,l2766746,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
782,l3235241,l3235241,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
783,l2691941,l2691941,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
784,l3235267,l3235267,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
786,l3235268,l3235268,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
788,l2841645,l2841645,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
789,l3066829,l3066829,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
790,l3104118,l3104118,0.0,0.0,0.006104,0.0,0.0,0.0,0.0,0.0,0.006104,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
791,l2748126,l2748126,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
792,l2879089,l2879089,0.0,0.0,0.006104,0.0,0.0,0.0,0.0,0.0,0.006104,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
794,l2916607,l2916607,0.0,0.0,0.004068,0.0,0.0,0.0,0.0,0.0,0.004068,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
795,l3235248,l3235248,0.0,0.0,0.00244,0.0,0.0,0.0,0.0,0.0,0.00244,c,"(None,)","(None,)","(None,)","(None,)","(None,)","(None,)"
